page_nm,page_id,lang_code,lang_name,trans_code,trans_content
구인구직 > 지원내역관리,FO-JOB-036,uz,우즈베키스탄어,expired,Muddati o‘tgan
구인구직 > 지원내역관리,FO-JOB-036,si,스리랑카어,expired,කල් ඉකුත් විය
구인구직 > 지원내역관리,FO-JOB-036,th,태국어,expired,หมดอายุ
구인구직 > 지원내역관리,FO-JOB-036,my,미얀마어,expired,သက်တမ်းကုန်
구인구직 > 지원내역관리,FO-JOB-036,ru,러시아어,expired,Истёк срок
구인구직 > 지원내역관리,FO-JOB-036,ur,파키스탄어,expired,میعاد ختم
구인구직 > 지원내역관리,FO-JOB-036,mn,몽골어,expired,Хугацаа дууссан
구인구직 > 지원내역관리,FO-JOB-036,ja,일본어,expired,期限切れ
구인구직 > 지원내역관리,FO-JOB-036,lo,라오스어,expired,ໝົດອາຍຸ
구인구직 > 지원내역관리,FO-JOB-036,ko,한국어,signPeriodExpir,"계약서 서명 기간이 만료되었어요, 담당자에게 문의하세요."
구인구직 > 지원내역관리,FO-JOB-036,en,English,signPeriodExpir,The signature period has expired. Please contact your recruiter.
구인구직 > 지원내역관리,FO-JOB-036,km,캄보디아어,signPeriodExpir,រយៈពេលចុះហត្ថលេខាផុតកំណត់ហើយ។ សូមទាក់ទងអ្នកជ្រើសរើសរបស់អ្នក។
구인구직 > 지원내역관리,FO-JOB-036,ne,네팔어,signPeriodExpir,हस्ताक्षर गर्ने अवधि समाप्त भएको छ। कृपया आफ्नो भर्तीकर्तालाई सम्पर्क गर्नुहोस्।
구인구직 > 지원내역관리,FO-JOB-036,tl,필리핀어,signPeriodExpir,The signature period has expired. Please contact your recruiter.
구인구직 > 지원내역관리,FO-JOB-036,id,인도네시아어,signPeriodExpir,Periode tanda tangan telah berakhir. Silakan hubungi perekrut Anda.
구인구직 > 지원내역관리,FO-JOB-036,vi,베트남어,signPeriodExpir,Thời hạn ký đã hết. Vui lòng liên hệ với người tuyển dụng của bạn.
구인구직 > 지원내역관리,FO-JOB-036,bn,방글라데시어,signPeriodExpir,স্বাক্ষরের সময়সীমা শেষ হয়েছে। দয়া করে আপনার নিয়োগকারীর সাথে যোগাযোগ করুন।
구인구직 > 지원내역관리,FO-JOB-036,zh,중국어,signPeriodExpir,签名期限已过。请联系您的招聘人员。
구인구직 > 지원내역관리,FO-JOB-036,uz,우즈베키스탄어,signPeriodExpir,"Imzolash muddati tugadi. Iltimos, yollovchingiz bilan bog‘ланинг."
구인구직 > 지원내역관리,FO-JOB-036,si,스리랑카어,signPeriodExpir,අත්සන් කාලය අවසන් වී ඇත. කරුණාකර ඔබගේ බඳවා ගැනීමේ නියෝජිතයා සමග සම්බන්ධ වන්න.
구인구직 > 지원내역관리,FO-JOB-036,th,태국어,signPeriodExpir,ระยะเวลาสำหรับลายเซ็นหมดอายุแล้ว โปรดติดต่อผู้สรรหา
구인구직 > 지원내역관리,FO-JOB-036,my,미얀마어,signPeriodExpir,လက်မှတ်ရေးဆောင်ရန် ကာလ သက်တမ်းကုန်ပါပြီ။ ကျေးဇူးပြု၍ သင့်အလုပ်အကိုင် ညှိနှိုင်းသူနှင့် ဆက်သွယ်ပါ။
구인구직 > 지원내역관리,FO-JOB-036,ru,러시아어,signPeriodExpir,"Срок для подписи истёк. Пожалуйста, свяжитесь с вашим рекрутером."
구인구직 > 지원내역관리,FO-JOB-036,ur,파키스탄어,signPeriodExpir,دستخط کی مدت ختم ہو گئی ہے۔ براہِ کرم اپنے ریکروٹر سے رابطہ کریں۔
구인구직 > 지원내역관리,FO-JOB-036,mn,몽골어,signPeriodExpir,Гарын үсэг зурах хугацаа дууссан байна. Хүний нөөцийн ажилтантайгаа холбогдоно уу.
구인구직 > 지원내역관리,FO-JOB-036,ja,일본어,signPeriodExpir,署名期間が終了しました。リクルーターに連絡してください。
구인구직 > 지원내역관리,FO-JOB-036,lo,라오스어,signPeriodExpir,ໄລຍະເວລາເຊັນໝົດອາຍຸແລ້ວ. ກະລຸນາຕິດຕໍ່ຜູ້ສັນຫາພະນັກງານຂອງທ່ານ.
구인구직 > 지원내역관리,FO-JOB-036,ko,한국어,contractComplet,계약이 완료 되었어요. 
구인구직 > 지원내역관리,FO-JOB-036,en,English,contractComplet,Contract Completed
구인구직 > 지원내역관리,FO-JOB-036,km,캄보디아어,contractComplet,កិច្ចសន្យាសម្រេចរួច
구인구직 > 지원내역관리,FO-JOB-036,ne,네팔어,contractComplet,सम्झौता सम्पन्न
구인구직 > 지원내역관리,FO-JOB-036,tl,필리핀어,contractComplet,Contract Completed
구인구직 > 지원내역관리,FO-JOB-036,id,인도네시아어,contractComplet,Kontrak Selesai
구인구직 > 지원내역관리,FO-JOB-036,vi,베트남어,contractComplet,Hợp đồng hoàn tất
구인구직 > 지원내역관리,FO-JOB-036,bn,방글라데시어,contractComplet,চুক্তি সম্পন্ন
구인구직 > 지원내역관리,FO-JOB-036,zh,중국어,contractComplet,合同已完成
구인구직 > 지원내역관리,FO-JOB-036,uz,우즈베키스탄어,contractComplet,Shartnoma yakunlandi
구인구직 > 지원내역관리,FO-JOB-036,si,스리랑카어,contractComplet,ගිවිසුම සම්පූර්ණයි
구인구직 > 지원내역관리,FO-JOB-036,th,태국어,contractComplet,สัญญาเสร็จสมบูรณ์
구인구직 > 지원내역관리,FO-JOB-036,my,미얀마어,contractComplet,စာချုပ် ပြီးစီးထားသည်
구인구직 > 지원내역관리,FO-JOB-036,ru,러시아어,contractComplet,Контракт завершён
구인구직 > 지원내역관리,FO-JOB-036,ur,파키스탄어,contractComplet,معاہدہ مکمل ہو گیا
구인구직 > 지원내역관리,FO-JOB-036,mn,몽골어,contractComplet,Гэрээ дууссан
구인구직 > 지원내역관리,FO-JOB-036,ja,일본어,contractComplet,契約完了
구인구직 > 지원내역관리,FO-JOB-036,lo,라오스어,contractComplet,ສັນຍາສໍາເລັດ
구인구직 > 지원내역관리,FO-JOB-036,ko,한국어,contractEnded,계약 종료
구인구직 > 지원내역관리,FO-JOB-036,en,English,contractEnded,Contract Ended
구인구직 > 지원내역관리,FO-JOB-036,km,캄보디아어,contractEnded,កិច្ចសន្យាបញ្ចប់
구인구직 > 지원내역관리,FO-JOB-036,ne,네팔어,contractEnded,सम्झौता समाप्त
구인구직 > 지원내역관리,FO-JOB-036,tl,필리핀어,contractEnded,Contract Ended
구인구직 > 지원내역관리,FO-JOB-036,id,인도네시아어,contractEnded,Kontrak Berakhir
구인구직 > 지원내역관리,FO-JOB-036,vi,베트남어,contractEnded,Hợp đồng đã kết thúc
구인구직 > 지원내역관리,FO-JOB-036,bn,방글라데시어,contractEnded,চুক্তি শেষ
구인구직 > 지원내역관리,FO-JOB-036,zh,중국어,contractEnded,合同已结束
구인구직 > 지원내역관리,FO-JOB-036,uz,우즈베키스탄어,contractEnded,Shartnoma tugadi
구인구직 > 지원내역관리,FO-JOB-036,si,스리랑카어,contractEnded,ගිවිසුම අවසන් වී ඇත
구인구직 > 지원내역관리,FO-JOB-036,th,태국어,contractEnded,สัญญาสิ้นสุด
구인구직 > 지원내역관리,FO-JOB-036,my,미얀마어,contractEnded,စာချုပ် အဆုံးသတ်
구인구직 > 지원내역관리,FO-JOB-036,ru,러시아어,contractEnded,Контракт прекращён
구인구직 > 지원내역관리,FO-JOB-036,ur,파키스탄어,contractEnded,معاہدہ ختم ہو گیا
구인구직 > 지원내역관리,FO-JOB-036,mn,몽골어,contractEnded,Гэрээ дуусгавар болсон
구인구직 > 지원내역관리,FO-JOB-036,ja,일본어,contractEnded,契約終了
구인구직 > 지원내역관리,FO-JOB-036,lo,라오스어,contractEnded,ສັນຍາສິ້ນສຸດ
구인구직 > 지원내역관리,FO-JOB-036,ko,한국어,contractTermina,계약이 종료 되었어요. 
구인구직 > 지원내역관리,FO-JOB-036,en,English,contractTermina,The contract has been terminated.
구인구직 > 지원내역관리,FO-JOB-036,km,캄보디아어,contractTermina,កិច្ចសន្យាត្រូវបានលុបចោល។
구인구직 > 지원내역관리,FO-JOB-036,ne,네팔어,contractTermina,सम्झौता रद्द गरिएको छ।
구인구직 > 지원내역관리,FO-JOB-036,tl,필리핀어,contractTermina,The contract has been terminated.
구인구직 > 지원내역관리,FO-JOB-036,id,인도네시아어,contractTermina,Kontrak telah dihentikan.
구인구직 > 지원내역관리,FO-JOB-036,vi,베트남어,contractTermina,Hợp đồng đã bị chấm dứt.
구인구직 > 지원내역관리,FO-JOB-036,bn,방글라데시어,contractTermina,চুক্তিটি বাতিল করা হয়েছে।
구인구직 > 지원내역관리,FO-JOB-036,zh,중국어,contractTermina,合同已终止。
구인구직 > 지원내역관리,FO-JOB-036,uz,우즈베키스탄어,contractTermina,Shartnoma bekor qilindi.
구인구직 > 지원내역관리,FO-JOB-036,si,스리랑카어,contractTermina,ගිවිසුම අහෝසි කර ඇත.
구인구직 > 지원내역관리,FO-JOB-036,th,태국어,contractTermina,สัญญาถูกยกเลิก
구인구직 > 지원내역관리,FO-JOB-036,my,미얀마어,contractTermina,စာချုပ် ပယ်ဖျက်ခဲ့သည်။
구인구직 > 지원내역관리,FO-JOB-036,ru,러시아어,contractTermina,Контракт расторгнут.
구인구직 > 지원내역관리,FO-JOB-036,ur,파키스탄어,contractTermina,معاہدہ منسوخ کر دیا گیا ہے۔
구인구직 > 지원내역관리,FO-JOB-036,mn,몽골어,contractTermina,Гэрээг цуцалсан.
구인구직 > 지원내역관리,FO-JOB-036,ja,일본어,contractTermina,契約は解除されました。
구인구직 > 지원내역관리,FO-JOB-036,lo,라오스어,contractTermina,ສັນຍາຖືກຍົກເລີກ.
구인구직 > 지원내역관리,FO-JOB-036,ko,한국어,signContract,계약서 서명하기
구인구직 > 지원내역관리,FO-JOB-036,en,English,signContract,Sign Contract
구인구직 > 지원내역관리,FO-JOB-036,km,캄보디아어,signContract,ចុះហត្ថលេខាលើកិច្ចសន្យា
구인구직 > 지원내역관리,FO-JOB-036,ne,네팔어,signContract,सम्झौतामा हस्ताक्षर गर्नुहोस्
구인구직 > 지원내역관리,FO-JOB-036,tl,필리핀어,signContract,Sign Contract
구인구직 > 지원내역관리,FO-JOB-036,id,인도네시아어,signContract,Tanda Tangani Kontrak
구인구직 > 지원내역관리,FO-JOB-036,vi,베트남어,signContract,Ký hợp đồng
구인구직 > 지원내역관리,FO-JOB-036,bn,방글라데시어,signContract,চুক্তিতে সই করুন
구인구직 > 지원내역관리,FO-JOB-036,zh,중국어,signContract,签署合同
구인구직 > 지원내역관리,FO-JOB-036,uz,우즈베키스탄어,signContract,Shartnomani imzolash
구인구직 > 지원내역관리,FO-JOB-036,si,스리랑카어,signContract,ගිවිසුම අත්සන් කරන්න
구인구직 > 지원내역관리,FO-JOB-036,th,태국어,signContract,เซ็นสัญญา
구인구직 > 지원내역관리,FO-JOB-036,my,미얀마어,signContract,စာချုပ် လက်မှတ်ရေးရန်
구인구직 > 지원내역관리,FO-JOB-036,ru,러시아어,signContract,Подписать контракт
구인구직 > 지원내역관리,FO-JOB-036,ur,파키스탄어,signContract,معاہدے پر دستخط کریں
구인구직 > 지원내역관리,FO-JOB-036,mn,몽골어,signContract,Гэрээг гарын үсэг зурах
구인구직 > 지원내역관리,FO-JOB-036,ja,일본어,signContract,契約に署名
구인구직 > 지원내역관리,FO-JOB-036,lo,라오스어,signContract,ເຊັນສັນຍາ
구인구직 > 지원내역관리,FO-JOB-036,ko,한국어,viewContract,계약서 확인하기
구인구직 > 지원내역관리,FO-JOB-036,en,English,viewContract,View Contract
구인구직 > 지원내역관리,FO-JOB-036,km,캄보디아어,viewContract,មើលកិច្ចសន្យា
구인구직 > 지원내역관리,FO-JOB-036,ne,네팔어,viewContract,सम्झौता हेर्नुहोस्
구인구직 > 지원내역관리,FO-JOB-036,tl,필리핀어,viewContract,View Contract
구인구직 > 지원내역관리,FO-JOB-036,id,인도네시아어,viewContract,Lihat Kontrak
구인구직 > 지원내역관리,FO-JOB-036,vi,베트남어,viewContract,Xem hợp đồng
구인구직 > 지원내역관리,FO-JOB-036,bn,방글라데시어,viewContract,চুক্তি দেখুন
구인구직 > 지원내역관리,FO-JOB-036,zh,중국어,viewContract,查看合同
구인구직 > 지원내역관리,FO-JOB-036,uz,우즈베키스탄어,viewContract,Shartnomani ko‘rish
구인구직 > 지원내역관리,FO-JOB-036,si,스리랑카어,viewContract,ගිවිසුම බලන්න
구인구직 > 지원내역관리,FO-JOB-036,th,태국어,viewContract,ดูสัญญา
구인구직 > 지원내역관리,FO-JOB-036,my,미얀마어,viewContract,စာချုပ် ကြည့်ရန်
구인구직 > 지원내역관리,FO-JOB-036,ru,러시아어,viewContract,Просмотреть контракт
구인구직 > 지원내역관리,FO-JOB-036,ur,파키스탄어,viewContract,معاہدہ دیکھیں
구인구직 > 지원내역관리,FO-JOB-036,mn,몽골어,viewContract,Гэрээг харах
구인구직 > 지원내역관리,FO-JOB-036,ja,일본어,viewContract,契約を表示
구인구직 > 지원내역관리,FO-JOB-036,lo,라오스어,viewContract,ເບິ່ງສັນຍາ
구인구직 > 지원내역관리,FO-JOB-036,ko,한국어,recomNewJobOpps,새로운 일자리를 추천해드릴게요!
구인구직 > 지원내역관리,FO-JOB-036,en,English,recomNewJobOpps,We’ll recommend new job opportunities!
구인구직 > 지원내역관리,FO-JOB-036,km,캄보디아어,recomNewJobOpps,យើងនឹងផ្តល់អនុសាសន៍ឱកាសការងារថ្មីៗ!
구인구직 > 지원내역관리,FO-JOB-036,ne,네팔어,recomNewJobOpps,हामी नयाँ रोजगारीका अवसरहरू सिफारिस गर्नेछौँ!
구인구직 > 지원내역관리,FO-JOB-036,tl,필리핀어,recomNewJobOpps,We’ll recommend new job opportunities!
구인구직 > 지원내역관리,FO-JOB-036,id,인도네시아어,recomNewJobOpps,Kami akan merekomendasikan peluang kerja baru!
구인구직 > 지원내역관리,FO-JOB-036,vi,베트남어,recomNewJobOpps,Chúng tôi sẽ gợi ý cơ hội việc làm mới!
구인구직 > 지원내역관리,FO-JOB-036,bn,방글라데시어,recomNewJobOpps,আমরা আপনাকে নতুন চাকরির সুযোগ সুপারিশ করব!
구인구직 > 지원내역관리,FO-JOB-036,zh,중국어,recomNewJobOpps,我们将为您推荐新的职位机会！
구인구직 > 지원내역관리,FO-JOB-036,uz,우즈베키스탄어,recomNewJobOpps,Sizga yangi ish imkoniyatlarini tavsiya qilamiz!
구인구직 > 지원내역관리,FO-JOB-036,si,스리랑카어,recomNewJobOpps,අපි ඔබට නව රැකියා අවස්ථා සిఫාරසු කරමු!
구인구직 > 지원내역관리,FO-JOB-036,th,태국어,recomNewJobOpps,เราจะแนะนำงานใหม่ให้คุณ!
구인구직 > 지원내역관리,FO-JOB-036,my,미얀마어,recomNewJobOpps,ကျွန်ုပ်တို့သည် အလုပ်အကိုင်အခွင့်အလမ်းအသစ်များကို သင့်ထံ အကြံပြုမည်!
구인구직 > 지원내역관리,FO-JOB-036,ru,러시아어,recomNewJobOpps,Мы будем рекомендовать вам новые вакансии!
구인구직 > 지원내역관리,FO-JOB-036,ur,파키스탄어,recomNewJobOpps,ہم آپ کو نئی ملازمت کے مواقع تجویز کریں گے!
구인구직 > 지원내역관리,FO-JOB-036,mn,몽골어,recomNewJobOpps,Бид танд шинэ ажлын боломжуудыг санал болгоно!
구인구직 > 지원내역관리,FO-JOB-036,ja,일본어,recomNewJobOpps,新しい求人をご紹介します！
구인구직 > 지원내역관리,FO-JOB-036,lo,라오스어,recomNewJobOpps,ພວກເຮົາຈະແນະນໍາໂອກາດວຽກໃໝ່ໃຫ້ທ່ານ!
